dataset,random_id,gender_word,stereotype_word,target,attribute
art_science,136,She,Dance,Female,Art
art_science,137,Grandpa,Dance,Male,Art
art_science,138,Dad,Microscope,Male,Science
art_science,139,Mama,Singing,Female,Art
art_science,140,He,Singing,Male,Art
art_science,141,Boy,Dancing,Male,Art
art_science,142,Male,Dancing,Male,Art
art_science,143,She,Space,Female,Science
art_science,144,Himself,Drawing,Male,Art
art_science,145,Daddy,Engineer,Male,Science
art_science,146,Boy,Paint,Male,Art
art_science,147,Mama,Science,Female,Science
art_science,148,Mom,Art,Female,Art
art_science,149,Herself,Astronaut,Female,Science
art_science,150,Sis,Paint,Female,Art
art_science,151,Father,Dance,Male,Art
art_science,152,Father,Drawing,Male,Art
art_science,153,He,Microscope,Male,Science
art_science,154,Herself,Drawing,Female,Art
art_science,155,Sister,Physics,Female,Science
art_science,156,His,Art,Male,Art
art_science,157,Dad,Chemical,Male,Science
art_science,158,Herself,Spaceship,Female,Science
art_science,159,Sister,Scientist,Female,Science
art_science,160,Mom,Singing,Female,Art
art_science,161,Momma,Sing,Female,Art
art_science,162,Dada,Space,Male,Science
art_science,163,Dada,Song,Male,Art
art_science,164,Grandpa,Engineer,Male,Science
art_science,165,Male,Singing,Male,Art
art_science,166,Mother,Chemistry,Female,Science
art_science,167,Father,Astronaut,Male,Science
art_science,168,Brother,Drawing,Male,Art
art_science,169,His,Chemical,Male,Science
art_science,170,Dada,Physics,Male,Science
art_science,171,Male,Science,Male,Science
art_science,172,Sis,Singing,Female,Art
art_science,173,Girl,Engineer,Female,Science
art_science,174,Momma,Paint,Female,Art
art_science,175,Papa,Dance,Male,Art
art_science,176,Mom,Draw,Female,Art
art_science,177,Grandpa,Scientist,Male,Science
art_science,178,Dada,Drawing,Male,Art
art_science,179,Mommy,Spaceship,Female,Science
art_science,180,Herself,Song,Female,Art
art_science,181,Sis,Art,Female,Art
art_science,182,Papa,Science,Male,Science
art_science,183,Boy,Chemical,Male,Science
art_science,184,Grandpa,Sing,Male,Art
art_science,185,Mom,Song,Female,Art
art_science,186,Female,Drawing,Female,Art
art_science,187,His,Drawing,Male,Art
art_science,188,Momma,Chemical,Female,Science
art_science,189,Her,Astronaut,Female,Science
art_science,190,Mother,Engineer,Female,Science
art_science,191,Dad,Song,Male,Art
art_science,192,Mama,Scientist,Female,Science
art_science,193,Bro,Paint,Male,Art
art_science,194,Dada,Astronaut,Male,Science
art_science,195,Girl,Scientist,Female,Science
art_science,196,She,Draw,Female,Art
art_science,197,Brother,Engineer,Male,Science
art_science,198,She,Microscope,Female,Science
art_science,199,Grandma,Dance,Female,Art
art_science,200,Dad,Sing,Male,Art
art_science,201,He,Drawing,Male,Art
art_science,202,Boy,Space,Male,Science
art_science,203,Grandma,Song,Female,Art
art_science,204,Mommy,Song,Female,Art
art_science,205,Father,Art,Male,Art
art_science,206,He,Paint,Male,Art
art_science,207,Momma,Microscope,Female,Science
art_science,208,Dada,Science,Male,Science
art_science,209,Female,Spaceship,Female,Science
art_science,210,Momma,Physics,Female,Science
art_science,211,Guy,Astronaut,Male,Science
art_science,212,His,Engineer,Male,Science
art_science,213,Girl,Microscope,Female,Science
art_science,214,Mommy,Scientist,Female,Science
art_science,215,Dada,Microscope,Male,Science
art_science,216,He,Chemistry,Male,Science
art_science,217,Bro,Physics,Male,Science
art_science,218,Dada,Scientist,Male,Science
art_science,219,Mommy,Draw,Female,Art
art_science,220,Grandma,Physics,Female,Science
art_science,221,She,Astronaut,Female,Science
art_science,222,Male,Drawing,Male,Art
art_science,223,Herself,Science,Female,Science
art_science,224,Lady,Astronaut,Female,Science
art_science,225,Boy,Astronaut,Male,Science
art_science,226,Grandma,Painting,Female,Art
art_science,227,Male,Art,Male,Art
art_science,228,Lady,Chemical,Female,Science
art_science,229,Grandma,Microscope,Female,Science
art_science,230,Father,Chemistry,Male,Science
art_science,231,Her,Dancing,Female,Art
art_science,232,Grandpa,Spaceship,Male,Science
art_science,233,Sis,Chemistry,Female,Science
art_science,234,Mother,Space,Female,Science
art_science,235,Sister,Astronaut,Female,Science
art_science,236,Papa,Space,Male,Science
art_science,237,Guy,Dance,Male,Art
art_science,238,Papa,Paint,Male,Art
art_science,239,Girl,Science,Female,Science
art_science,240,Lady,Physics,Female,Science
art_science,241,Mother,Painting,Female,Art
art_science,242,Bro,Painting,Male,Art
art_science,243,Guy,Paint,Male,Art
art_science,244,Himself,Space,Male,Science
art_science,245,Bro,Dancing,Male,Art
art_science,246,Girl,Chemical,Female,Science
art_science,247,Mom,Chemistry,Female,Science
art_science,248,His,Science,Male,Science
art_science,249,Father,Painting,Male,Art
art_science,250,He,Song,Male,Art
art_science,251,Sister,Microscope,Female,Science
art_science,252,Brother,Dance,Male,Art
art_science,253,Grandma,Astronaut,Female,Science
art_science,254,Herself,Space,Female,Science
art_science,255,His,Sing,Male,Art
art_science,256,Papa,Draw,Male,Art
art_science,257,Female,Painting,Female,Art
art_science,258,Male,Space,Male,Science
art_science,259,Mama,Dancing,Female,Art
art_science,260,Bro,Science,Male,Science
art_science,261,Mama,Physics,Female,Science
art_science,262,Grandma,Dancing,Female,Art
art_science,263,Guy,Engineer,Male,Science
art_science,264,Dada,Dancing,Male,Art
art_science,265,Mommy,Painting,Female,Art
art_science,266,Dad,Scientist,Male,Science
art_science,267,Mommy,Singing,Female,Art
art_science,268,Mommy,Chemistry,Female,Science
art_science,269,Daddy,Singing,Male,Art
art_science,270,Boy,Song,Male,Art
art_science,271,Guy,Chemistry,Male,Science
art_science,272,Herself,Dancing,Female,Art
art_science,273,Himself,Engineer,Male,Science
art_science,274,Her,Painting,Female,Art
art_science,275,Mother,Drawing,Female,Art
art_science,276,Mommy,Chemical,Female,Science
art_science,277,Grandma,Singing,Female,Art
art_science,278,Girl,Paint,Female,Art
art_science,279,Her,Paint,Female,Art
art_science,280,Guy,Drawing,Male,Art
art_science,281,Female,Sing,Female,Art
art_science,282,Guy,Physics,Male,Science
art_science,283,Sis,Engineer,Female,Science
art_science,284,Father,Dancing,Male,Art
art_science,285,Bro,Chemistry,Male,Science
art_science,286,Brother,Scientist,Male,Science
art_science,287,Dad,Drawing,Male,Art
art_science,288,Girl,Painting,Female,Art
art_science,289,His,Singing,Male,Art
art_science,290,His,Scientist,Male,Science
art_science,291,Bro,Chemical,Male,Science
art_science,292,Father,Spaceship,Male,Science
art_science,293,Brother,Astronaut,Male,Science
art_science,294,He,Engineer,Male,Science
art_science,295,Daddy,Paint,Male,Art
art_science,296,Grandpa,Chemistry,Male,Science
art_science,297,Female,Song,Female,Art
art_science,298,Female,Art,Female,Art
art_science,299,Grandpa,Microscope,Male,Science
art_science,300,Father,Microscope,Male,Science
art_science,301,She,Chemical,Female,Science
art_science,302,Papa,Drawing,Male,Art
art_science,303,Sister,Spaceship,Female,Science
art_science,304,Dad,Draw,Male,Art
art_science,305,Mom,Physics,Female,Science
art_science,306,Himself,Sing,Male,Art
art_science,307,Himself,Chemical,Male,Science
art_science,308,Lady,Draw,Female,Art
art_science,309,Guy,Singing,Male,Art
art_science,310,Male,Scientist,Male,Science
art_science,311,Grandpa,Song,Male,Art
art_science,312,His,Astronaut,Male,Science
art_science,313,Papa,Singing,Male,Art
art_science,314,Lady,Dancing,Female,Art
art_science,315,Himself,Draw,Male,Art
art_science,316,Grandma,Engineer,Female,Science
art_science,317,Bro,Microscope,Male,Science
art_science,318,Momma,Dancing,Female,Art
art_science,319,Daddy,Painting,Male,Art
art_science,320,Daddy,Spaceship,Male,Science
art_science,321,Male,Engineer,Male,Science
art_science,322,Papa,Chemistry,Male,Science
art_science,323,Himself,Art,Male,Art
art_science,324,Dada,Engineer,Male,Science
art_science,325,Boy,Singing,Male,Art
art_science,326,Grandpa,Draw,Male,Art
art_science,327,Grandpa,Astronaut,Male,Science
art_science,328,She,Drawing,Female,Art
art_science,329,Her,Singing,Female,Art
art_science,330,Daddy,Chemistry,Male,Science
art_science,331,Mama,Paint,Female,Art
art_science,332,Dad,Physics,Male,Science
art_science,333,Grandpa,Singing,Male,Art
art_science,334,Mom,Painting,Female,Art
art_science,335,Girl,Chemistry,Female,Science
art_science,336,Female,Paint,Female,Art
art_science,337,He,Chemical,Male,Science
art_science,338,Dada,Draw,Male,Art
art_science,339,Male,Draw,Male,Art
art_science,340,Boy,Microscope,Male,Science
art_science,341,Dad,Dancing,Male,Art
art_science,342,Daddy,Drawing,Male,Art
art_science,343,Her,Microscope,Female,Science
art_science,344,Lady,Painting,Female,Art
art_science,345,Dad,Singing,Male,Art
art_science,346,Mother,Paint,Female,Art
art_science,347,Boy,Drawing,Male,Art
art_science,348,Mama,Drawing,Female,Art
art_science,349,His,Space,Male,Science
art_science,350,Sister,Science,Female,Science
art_science,351,Dada,Paint,Male,Art
art_science,352,Himself,Paint,Male,Art
art_science,353,She,Singing,Female,Art
art_science,354,Mama,Space,Female,Science
art_science,355,Mom,Sing,Female,Art
art_science,356,Grandpa,Chemical,Male,Science
art_science,357,Himself,Singing,Male,Art
art_science,358,Mother,Singing,Female,Art
art_science,359,Father,Draw,Male,Art
art_science,360,Dad,Spaceship,Male,Science
art_science,361,Daddy,Draw,Male,Art
art_science,362,Sis,Drawing,Female,Art
art_science,363,Brother,Spaceship,Male,Science
art_science,364,Mother,Chemical,Female,Science
art_science,365,Grandpa,Science,Male,Science
art_science,366,Mother,Sing,Female,Art
art_science,367,Boy,Science,Male,Science
art_science,368,Grandma,Scientist,Female,Science
art_science,369,Boy,Dance,Male,Art
art_science,370,Male,Microscope,Male,Science
art_science,371,Papa,Chemical,Male,Science
art_science,372,Bro,Spaceship,Male,Science
art_science,373,Dad,Space,Male,Science
art_science,374,She,Science,Female,Science
art_science,375,Guy,Sing,Male,Art
art_science,376,Herself,Dance,Female,Art
art_science,377,Mom,Spaceship,Female,Science
art_science,378,Momma,Art,Female,Art
art_science,379,Father,Engineer,Male,Science
art_science,380,Boy,Spaceship,Male,Science
art_science,381,Herself,Microscope,Female,Science
art_science,382,Female,Chemistry,Female,Science
art_science,383,Himself,Scientist,Male,Science
art_science,384,Grandpa,Drawing,Male,Art
art_science,385,Momma,Engineer,Female,Science
art_science,386,Daddy,Science,Male,Science
art_science,387,Her,Dance,Female,Art
art_science,388,Herself,Engineer,Female,Science
art_science,389,Grandma,Science,Female,Science
art_science,390,Lady,Chemistry,Female,Science
art_science,391,Himself,Spaceship,Male,Science
art_science,392,Male,Painting,Male,Art
art_science,393,Girl,Sing,Female,Art
art_science,394,Herself,Art,Female,Art
art_science,395,Mama,Song,Female,Art
art_science,396,Sister,Singing,Female,Art
art_science,397,Mother,Spaceship,Female,Science
art_science,398,Brother,Space,Male,Science
art_science,399,Sis,Physics,Female,Science
art_science,400,Father,Scientist,Male,Science
art_science,401,Mother,Astronaut,Female,Science
art_science,402,She,Scientist,Female,Science
art_science,403,Girl,Astronaut,Female,Science
art_science,404,Grandma,Spaceship,Female,Science
art_science,405,Dada,Spaceship,Male,Science
art_science,406,She,Sing,Female,Art
art_science,407,Mom,Dance,Female,Art
art_science,408,Sis,Spaceship,Female,Science
art_science,409,She,Art,Female,Art
art_science,410,Sister,Chemistry,Female,Science
art_science,411,Her,Science,Female,Science
art_science,412,His,Draw,Male,Art
art_science,413,Her,Space,Female,Science
art_science,414,Mommy,Sing,Female,Art
art_science,415,Mom,Science,Female,Science
art_science,416,Her,Art,Female,Art
art_science,417,Sister,Drawing,Female,Art
art_science,418,Bro,Astronaut,Male,Science
art_science,419,Female,Science,Female,Science
art_science,420,Mom,Space,Female,Science
art_science,421,Himself,Science,Male,Science
art_science,422,Her,Sing,Female,Art
art_science,423,Female,Engineer,Female,Science
art_science,424,Father,Chemical,Male,Science
art_science,425,Grandma,Chemical,Female,Science
art_science,426,Dad,Science,Male,Science
art_science,427,Herself,Chemistry,Female,Science
art_science,428,He,Art,Male,Art
art_science,429,Mother,Art,Female,Art
art_science,430,Mommy,Paint,Female,Art
art_science,431,Boy,Scientist,Male,Science
art_science,432,Grandma,Draw,Female,Art
art_science,433,Grandma,Sing,Female,Art
art_science,434,His,Spaceship,Male,Science
art_science,435,Momma,Singing,Female,Art
art_science,436,Guy,Draw,Male,Art
art_science,437,Dada,Chemistry,Male,Science
art_science,438,Mom,Chemical,Female,Science
art_science,439,Brother,Art,Male,Art
art_science,440,Female,Space,Female,Science
art_science,441,Sister,Art,Female,Art
art_science,442,Daddy,Chemical,Male,Science
art_science,443,Guy,Chemical,Male,Science
art_science,444,Boy,Engineer,Male,Science
art_science,445,Lady,Dance,Female,Art
art_science,446,His,Microscope,Male,Science
art_science,447,Mommy,Dancing,Female,Art
art_science,448,Her,Engineer,Female,Science
art_science,449,Herself,Draw,Female,Art
art_science,450,Lady,Spaceship,Female,Science
art_science,451,Her,Chemical,Female,Science
art_science,452,Mother,Microscope,Female,Science
art_science,453,Momma,Space,Female,Science
art_science,454,Mother,Song,Female,Art
art_science,455,Brother,Physics,Male,Science
art_science,456,Sis,Painting,Female,Art
art_science,457,Dada,Dance,Male,Art
art_science,458,Female,Microscope,Female,Science
art_science,459,Daddy,Dancing,Male,Art
art_science,460,He,Space,Male,Science
art_science,461,Father,Space,Male,Science
art_science,462,Male,Dance,Male,Art
art_science,463,Grandma,Space,Female,Science
art_science,464,Dada,Chemical,Male,Science
art_science,465,Dad,Chemistry,Male,Science
art_science,466,Momma,Science,Female,Science
art_science,467,Papa,Sing,Male,Art
art_science,468,Himself,Astronaut,Male,Science
art_science,469,His,Chemistry,Male,Science
art_science,470,Brother,Microscope,Male,Science
art_science,471,Her,Spaceship,Female,Science
art_science,472,Momma,Dance,Female,Art
art_science,473,Momma,Chemistry,Female,Science
art_science,474,She,Paint,Female,Art
art_science,475,Mama,Spaceship,Female,Science
art_science,476,Daddy,Art,Male,Art
art_science,477,Brother,Chemical,Male,Science
art_science,478,Sister,Space,Female,Science
art_science,479,His,Physics,Male,Science
art_science,480,Father,Physics,Male,Science
art_science,481,Girl,Spaceship,Female,Science
art_science,482,Girl,Dancing,Female,Art
art_science,483,Sis,Chemical,Female,Science
art_science,484,Sis,Scientist,Female,Science
art_science,485,Sister,Painting,Female,Art
art_science,486,Mommy,Art,Female,Art
art_science,487,Mom,Dancing,Female,Art
art_science,488,Guy,Dancing,Male,Art
art_science,489,Grandpa,Painting,Male,Art
art_science,490,Boy,Art,Male,Art
art_science,491,Daddy,Physics,Male,Science
art_science,492,Sister,Engineer,Female,Science
art_science,493,Her,Physics,Female,Science
art_science,494,Bro,Space,Male,Science
art_science,495,Momma,Spaceship,Female,Science
art_science,496,Daddy,Sing,Male,Art
art_science,497,Momma,Draw,Female,Art
art_science,498,Daddy,Microscope,Male,Science
art_science,499,Papa,Physics,Male,Science
art_science,500,Lady,Drawing,Female,Art
art_science,501,His,Dance,Male,Art
art_science,502,Dad,Painting,Male,Art
art_science,503,Father,Sing,Male,Art
art_science,504,Guy,Science,Male,Science
art_science,505,Girl,Drawing,Female,Art
art_science,506,Mother,Physics,Female,Science
art_science,507,Bro,Sing,Male,Art
art_science,508,Mom,Astronaut,Female,Science
art_science,509,Mother,Scientist,Female,Science
art_science,510,Mother,Science,Female,Science
art_science,511,Mama,Dance,Female,Art
art_science,512,She,Painting,Female,Art
art_science,513,Guy,Painting,Male,Art
art_science,514,Mom,Paint,Female,Art
art_science,515,Herself,Scientist,Female,Science
art_science,516,He,Dancing,Male,Art
art_science,517,Lady,Science,Female,Science
art_science,518,Sister,Chemical,Female,Science
art_science,519,Papa,Dancing,Male,Art
art_science,520,Papa,Engineer,Male,Science
art_science,521,Mama,Sing,Female,Art
art_science,522,Dad,Engineer,Male,Science
art_science,523,Dad,Dance,Male,Art
art_science,524,Sister,Dancing,Female,Art
art_science,525,Female,Draw,Female,Art
art_science,526,Grandpa,Art,Male,Art
art_science,527,His,Paint,Male,Art
art_science,528,Sis,Draw,Female,Art
art_science,529,Bro,Draw,Male,Art
art_science,530,Male,Astronaut,Male,Science
art_science,531,Boy,Sing,Male,Art
art_science,532,Sister,Paint,Female,Art
art_science,533,He,Sing,Male,Art
art_science,534,Bro,Drawing,Male,Art
art_science,535,Boy,Chemistry,Male,Science
art_science,536,Brother,Sing,Male,Art
art_science,537,Sister,Song,Female,Art
art_science,538,Herself,Painting,Female,Art
art_science,539,Himself,Song,Male,Art
art_science,540,Papa,Microscope,Male,Science
art_science,541,Male,Paint,Male,Art
art_science,542,Guy,Space,Male,Science
art_science,543,Dada,Singing,Male,Art
art_science,544,Papa,Scientist,Male,Science
art_science,545,Sis,Dancing,Female,Art
art_science,546,Sis,Astronaut,Female,Science
art_science,547,Her,Scientist,Female,Science
art_science,548,Father,Paint,Male,Art
art_science,549,Mommy,Microscope,Female,Science
art_science,550,She,Spaceship,Female,Science
art_science,551,Lady,Engineer,Female,Science
art_science,552,Papa,Astronaut,Male,Science
art_science,553,Herself,Chemical,Female,Science
art_science,554,She,Physics,Female,Science
art_science,555,Brother,Painting,Male,Art
art_science,556,Sis,Dance,Female,Art
art_science,557,Male,Chemistry,Male,Science
art_science,558,Grandpa,Dancing,Male,Art
art_science,559,Momma,Song,Female,Art
art_science,560,Sis,Science,Female,Science
