dataset,random_id,gender_word,stereotype_word,target,attribute
reading_math,148,bro,reading,male,Reading
reading_math,149,mama,book,female,Reading
reading_math,150,lady,puzzle,female,Math
reading_math,151,her,tale,female,Reading
reading_math,152,she,addition,female,Math
reading_math,153,mother,math,female,Math
reading_math,154,father,counting,male,Math
reading_math,155,female,counting,female,Math
reading_math,156,mom,story,female,Reading
reading_math,157,female,calculator,female,Math
reading_math,158,mother,reading,female,Reading
reading_math,159,boy,addition,male,Math
reading_math,160,mom,book,female,Reading
reading_math,161,his,book,male,Reading
reading_math,162,guy,math,male,Math
reading_math,163,guy,write,male,Reading
reading_math,164,daddy,addition,male,Math
reading_math,165,guy,calculator,male,Math
reading_math,166,brother,calculator,male,Math
reading_math,167,his,calculator,male,Math
reading_math,168,mommy,reading,female,Reading
reading_math,169,she,number,female,Math
reading_math,170,her,word,female,Reading
reading_math,171,his,addition,male,Math
reading_math,172,daddy,book,male,Reading
reading_math,173,dad,number,male,Math
reading_math,174,mommy,writing,female,Reading
reading_math,175,mama,story,female,Reading
reading_math,176,grandma,calculator,female,Math
reading_math,177,lady,writing,female,Reading
reading_math,178,girl,book,female,Reading
reading_math,179,his,number,male,Math
reading_math,180,sister,puzzle,female,Math
reading_math,181,boy,writing,male,Reading
reading_math,182,grandpa,writing,male,Reading
reading_math,183,papa,read,male,Reading
reading_math,184,female,number,female,Math
reading_math,185,she,puzzle,female,Math
reading_math,186,momma,subtraction,female,Math
reading_math,187,papa,count,male,Math
reading_math,188,boy,count,male,Math
reading_math,189,mom,math,female,Math
reading_math,190,papa,calculator,male,Math
reading_math,191,his,story,male,Reading
reading_math,192,girl,story,female,Reading
reading_math,193,her,writing,female,Reading
reading_math,194,mother,calculator,female,Math
reading_math,195,sis,writing,female,Reading
reading_math,196,she,book,female,Reading
reading_math,197,guy,read,male,Reading
reading_math,198,mommy,story,female,Reading
reading_math,199,father,subtraction,male,Math
reading_math,200,father,addition,male,Math
reading_math,201,mama,math,female,Math
reading_math,202,dad,calculator,male,Math
reading_math,203,mommy,counting,female,Math
reading_math,204,male,calculator,male,Math
reading_math,205,her,write,female,Reading
reading_math,206,dada,math,male,Math
reading_math,207,dad,tale,male,Reading
reading_math,208,bro,write,male,Reading
reading_math,209,bro,word,male,Reading
reading_math,210,mother,tale,female,Reading
reading_math,211,his,subtraction,male,Math
reading_math,212,himself,subtraction,male,Math
reading_math,213,boy,read,male,Reading
reading_math,214,dad,subtraction,male,Math
reading_math,215,mommy,read,female,Reading
reading_math,216,male,book,male,Reading
reading_math,217,mom,writing,female,Reading
reading_math,218,daddy,tale,male,Reading
reading_math,219,dada,writing,male,Reading
reading_math,220,father,calculator,male,Math
reading_math,221,boy,write,male,Reading
reading_math,222,he,puzzle,male,Math
reading_math,223,mommy,puzzle,female,Math
reading_math,224,his,reading,male,Reading
reading_math,225,she,calculator,female,Math
reading_math,226,lady,word,female,Reading
reading_math,227,boy,puzzle,male,Math
reading_math,228,brother,math,male,Math
reading_math,229,bro,story,male,Reading
reading_math,230,he,calculator,male,Math
reading_math,231,brother,reading,male,Reading
reading_math,232,girl,tale,female,Reading
reading_math,233,papa,reading,male,Reading
reading_math,234,father,number,male,Math
reading_math,235,brother,tale,male,Reading
reading_math,236,she,count,female,Math
reading_math,237,boy,calculator,male,Math
reading_math,238,momma,write,female,Reading
reading_math,239,boy,counting,male,Math
reading_math,240,bro,counting,male,Math
reading_math,241,papa,addition,male,Math
reading_math,242,his,writing,male,Reading
reading_math,243,herself,counting,female,Math
reading_math,244,male,word,male,Reading
reading_math,245,papa,number,male,Math
reading_math,246,dada,tale,male,Reading
reading_math,247,her,count,female,Math
reading_math,248,mama,counting,female,Math
reading_math,249,mom,number,female,Math
reading_math,250,girl,counting,female,Math
reading_math,251,male,addition,male,Math
reading_math,252,sis,counting,female,Math
reading_math,253,his,read,male,Reading
reading_math,254,lady,number,female,Math
reading_math,255,male,puzzle,male,Math
reading_math,256,mommy,book,female,Reading
reading_math,257,lady,calculator,female,Math
reading_math,258,mommy,word,female,Reading
reading_math,259,male,writing,male,Reading
reading_math,260,she,math,female,Math
reading_math,261,boy,number,male,Math
reading_math,262,grandpa,reading,male,Reading
reading_math,263,grandma,book,female,Reading
reading_math,264,boy,tale,male,Reading
reading_math,265,female,story,female,Reading
reading_math,266,mommy,number,female,Math
reading_math,267,momma,number,female,Math
reading_math,268,female,writing,female,Reading
reading_math,269,grandpa,calculator,male,Math
reading_math,270,herself,write,female,Reading
reading_math,271,dad,math,male,Math
reading_math,272,mama,word,female,Reading
reading_math,273,sis,story,female,Reading
reading_math,274,papa,word,male,Reading
reading_math,275,grandpa,write,male,Reading
reading_math,276,girl,calculator,female,Math
reading_math,277,father,book,male,Reading
reading_math,278,herself,count,female,Math
reading_math,279,grandma,count,female,Math
reading_math,280,girl,math,female,Math
reading_math,281,sis,calculator,female,Math
reading_math,282,himself,reading,male,Reading
reading_math,283,sister,book,female,Reading
reading_math,284,lady,book,female,Reading
reading_math,285,momma,addition,female,Math
reading_math,286,he,reading,male,Reading
reading_math,287,bro,writing,male,Reading
reading_math,288,brother,subtraction,male,Math
reading_math,289,mother,addition,female,Math
reading_math,290,sis,addition,female,Math
reading_math,291,dad,write,male,Reading
reading_math,292,mom,tale,female,Reading
reading_math,293,female,count,female,Math
reading_math,294,papa,puzzle,male,Math
reading_math,295,bro,number,male,Math
reading_math,296,dada,count,male,Math
reading_math,297,daddy,calculator,male,Math
reading_math,298,mom,addition,female,Math
reading_math,299,dada,puzzle,male,Math
reading_math,300,brother,counting,male,Math
reading_math,301,dad,count,male,Math
reading_math,302,mommy,addition,female,Math
reading_math,303,dad,counting,male,Math
reading_math,304,he,count,male,Math
reading_math,305,dada,counting,male,Math
reading_math,306,herself,word,female,Reading
reading_math,307,father,puzzle,male,Math
reading_math,308,lady,addition,female,Math
reading_math,309,herself,story,female,Reading
reading_math,310,sis,book,female,Reading
reading_math,311,female,write,female,Reading
reading_math,312,dada,write,male,Reading
reading_math,313,she,read,female,Reading
reading_math,314,boy,math,male,Math
reading_math,315,lady,reading,female,Reading
reading_math,316,bro,count,male,Math
reading_math,317,brother,writing,male,Reading
reading_math,318,he,book,male,Reading
reading_math,319,her,subtraction,female,Math
reading_math,320,he,tale,male,Reading
reading_math,321,mom,reading,female,Reading
reading_math,322,female,puzzle,female,Math
reading_math,323,momma,math,female,Math
reading_math,324,her,calculator,female,Math
reading_math,325,sister,write,female,Reading
reading_math,326,lady,math,female,Math
reading_math,327,sis,puzzle,female,Math
reading_math,328,she,tale,female,Reading
reading_math,329,male,reading,male,Reading
reading_math,330,himself,tale,male,Reading
reading_math,331,grandma,puzzle,female,Math
reading_math,332,dad,writing,male,Reading
reading_math,333,momma,book,female,Reading
reading_math,334,mommy,write,female,Reading
reading_math,335,dada,story,male,Reading
reading_math,336,male,subtraction,male,Math
reading_math,337,sis,math,female,Math
reading_math,338,himself,count,male,Math
reading_math,339,bro,math,male,Math
reading_math,340,female,addition,female,Math
reading_math,341,momma,word,female,Reading
reading_math,342,mommy,count,female,Math
reading_math,343,grandpa,addition,male,Math
reading_math,344,momma,calculator,female,Math
reading_math,345,sister,word,female,Reading
reading_math,346,male,tale,male,Reading
reading_math,347,mama,tale,female,Reading
reading_math,348,guy,number,male,Math
reading_math,349,bro,book,male,Reading
reading_math,350,grandma,writing,female,Reading
reading_math,351,grandma,story,female,Reading
reading_math,352,guy,addition,male,Math
reading_math,353,sister,writing,female,Reading
reading_math,354,he,math,male,Math
reading_math,355,dad,word,male,Reading
reading_math,356,his,counting,male,Math
reading_math,357,daddy,count,male,Math
reading_math,358,father,writing,male,Reading
reading_math,359,dada,number,male,Math
reading_math,360,daddy,math,male,Math
reading_math,361,her,book,female,Reading
reading_math,362,himself,book,male,Reading
reading_math,363,girl,count,female,Math
reading_math,364,her,math,female,Math
reading_math,365,momma,read,female,Reading
reading_math,366,guy,writing,male,Reading
reading_math,367,momma,writing,female,Reading
reading_math,368,brother,read,male,Reading
reading_math,369,mama,addition,female,Math
reading_math,370,grandpa,counting,male,Math
reading_math,371,brother,puzzle,male,Math
reading_math,372,sis,subtraction,female,Math
reading_math,373,momma,count,female,Math
reading_math,374,her,addition,female,Math
reading_math,375,dad,story,male,Reading
reading_math,376,dada,calculator,male,Math
reading_math,377,girl,word,female,Reading
reading_math,378,boy,story,male,Reading
reading_math,379,mother,number,female,Math
reading_math,380,mom,read,female,Reading
reading_math,381,herself,puzzle,female,Math
reading_math,382,himself,calculator,male,Math
reading_math,383,she,writing,female,Reading
reading_math,384,father,write,male,Reading
reading_math,385,mother,count,female,Math
reading_math,386,papa,write,male,Reading
reading_math,387,daddy,word,male,Reading
reading_math,388,he,word,male,Reading
reading_math,389,brother,write,male,Reading
reading_math,390,bro,puzzle,male,Math
reading_math,391,guy,tale,male,Reading
reading_math,392,lady,counting,female,Math
reading_math,393,mommy,calculator,female,Math
reading_math,394,brother,count,male,Math
reading_math,395,herself,subtraction,female,Math
reading_math,396,mother,writing,female,Reading
reading_math,397,mom,write,female,Reading
reading_math,398,girl,reading,female,Reading
reading_math,399,sister,calculator,female,Math
reading_math,400,he,subtraction,male,Math
reading_math,401,his,count,male,Math
reading_math,402,papa,tale,male,Reading
reading_math,403,lady,story,female,Reading
reading_math,404,lady,read,female,Reading
reading_math,405,bro,addition,male,Math
reading_math,406,herself,tale,female,Reading
reading_math,407,boy,book,male,Reading
reading_math,408,guy,count,male,Math
reading_math,409,mama,writing,female,Reading
reading_math,410,himself,story,male,Reading
reading_math,411,grandma,counting,female,Math
reading_math,412,himself,writing,male,Reading
reading_math,413,lady,subtraction,female,Math
reading_math,414,she,counting,female,Math
reading_math,415,mama,read,female,Reading
reading_math,416,bro,subtraction,male,Math
reading_math,417,dad,puzzle,male,Math
reading_math,418,father,reading,male,Reading
reading_math,419,herself,book,female,Reading
reading_math,420,female,subtraction,female,Math
reading_math,421,dad,reading,male,Reading
reading_math,422,daddy,writing,male,Reading
reading_math,423,he,number,male,Math
reading_math,424,girl,read,female,Reading
reading_math,425,mom,counting,female,Math
reading_math,426,mama,reading,female,Reading
reading_math,427,himself,number,male,Math
reading_math,428,grandma,tale,female,Reading
reading_math,429,her,read,female,Reading
reading_math,430,papa,counting,male,Math
reading_math,431,daddy,counting,male,Math
reading_math,432,mom,word,female,Reading
reading_math,433,himself,addition,male,Math
reading_math,434,mommy,math,female,Math
reading_math,435,she,word,female,Reading
reading_math,436,she,story,female,Reading
reading_math,437,girl,number,female,Math
reading_math,438,mother,story,female,Reading
reading_math,439,mama,count,female,Math
reading_math,440,daddy,write,male,Reading
reading_math,441,mother,write,female,Reading
reading_math,442,daddy,reading,male,Reading
reading_math,443,momma,story,female,Reading
reading_math,444,female,reading,female,Reading
reading_math,445,mother,counting,female,Math
reading_math,446,sister,number,female,Math
reading_math,447,he,write,male,Reading
reading_math,448,dada,read,male,Reading
